user_id,company_id,email,user_role,created_at,deactivated_at
usr_cmp_0004_040,cmp_0004,user40@mockco0004.example,standard,2025-12-06 18:00:00,
usr_cmp_0004_041,cmp_0004,user41@mockco0004.example,agent,2025-11-26 22:00:00,
usr_cmp_0004_042,cmp_0004,user42@mockco0004.example,agent,2025-12-01 07:00:00,
usr_cmp_0004_043,cmp_0004,user43@mockco0004.example,agent,2025-11-30 11:00:00,
usr_cmp_0004_044,cmp_0004,user44@mockco0004.example,agent,2025-11-27 01:00:00,
usr_cmp_0004_045,cmp_0004,user45@mockco0004.example,admin,2025-12-15 00:00:00,2026-03-22 00:00:00
usr_cmp_0004_046,cmp_0004,user46@mockco0004.example,admin,2025-12-01 13:00:00,
usr_cmp_0004_047,cmp_0004,user47@mockco0004.example,sales,2025-12-19 16:00:00,
usr_cmp_0004_048,cmp_0004,user48@mockco0004.example,standard,2025-12-13 08:00:00,
usr_cmp_0005_001,cmp_0005,user1@mockco0005.example,standard,2026-01-27 03:00:00,
usr_cmp_0005_002,cmp_0005,user2@mockco0005.example,admin,2026-01-05 22:00:00,
usr_cmp_0005_003,cmp_0005,user3@mockco0005.example,support,2025-12-28 23:00:00,
usr_cmp_0005_004,cmp_0005,user4@mockco0005.example,support,2026-01-17 11:00:00,
usr_cmp_0005_005,cmp_0005,user5@mockco0005.example,agent,2025-12-29 10:00:00,
usr_cmp_0006_001,cmp_0006,user1@mockco0006.example,standard,2025-10-29 19:00:00,
usr_cmp_0006_002,cmp_0006,user2@mockco0006.example,standard,2025-11-12 09:00:00,
usr_cmp_0006_003,cmp_0006,user3@mockco0006.example,standard,2025-11-10 20:00:00,
usr_cmp_0006_004,cmp_0006,user4@mockco0006.example,admin,2025-11-07 14:00:00,
usr_cmp_0006_005,cmp_0006,user5@mockco0006.example,standard,2025-11-22 07:00:00,
usr_cmp_0006_006,cmp_0006,user6@mockco0006.example,agent,2025-11-17 17:00:00,
usr_cmp_0006_007,cmp_0006,user7@mockco0006.example,support,2025-11-07 21:00:00,
usr_cmp_0006_008,cmp_0006,user8@mockco0006.example,support,2025-11-08 10:00:00,
usr_cmp_0006_009,cmp_0006,user9@mockco0006.example,agent,2025-11-05 08:00:00,
usr_cmp_0006_010,cmp_0006,user10@mockco0006.example,admin,2025-11-16 02:00:00,2026-01-06 02:00:00
usr_cmp_0006_011,cmp_0006,user11@mockco0006.example,sales,2025-11-07 14:00:00,
usr_cmp_0006_012,cmp_0006,user12@mockco0006.example,standard,2025-11-19 15:00:00,
usr_cmp_0006_013,cmp_0006,user13@mockco0006.example,admin,2025-11-25 04:00:00,
usr_cmp_0006_014,cmp_0006,user14@mockco0006.example,support,2025-11-07 22:00:00,
usr_cmp_0006_015,cmp_0006,user15@mockco0006.example,standard,2025-11-22 10:00:00,2026-03-05 10:00:00
usr_cmp_0006_016,cmp_0006,user16@mockco0006.example,standard,2025-11-03 22:00:00,
usr_cmp_0007_001,cmp_0007,user1@mockco0007.example,admin,2026-02-20 00:00:00,
usr_cmp_0007_002,cmp_0007,user2@mockco0007.example,sales,2026-02-26 20:00:00,
usr_cmp_0007_003,cmp_0007,user3@mockco0007.example,standard,2026-03-05 10:00:00,
usr_cmp_0007_004,cmp_0007,user4@mockco0007.example,standard,2026-03-11 22:00:00,
usr_cmp_0007_005,cmp_0007,user5@mockco0007.example,sales,2026-02-15 22:00:00,
usr_cmp_0007_006,cmp_0007,user6@mockco0007.example,sales,2026-02-15 08:00:00,
usr_cmp_0007_007,cmp_0007,user7@mockco0007.example,agent,2026-03-16 13:00:00,
usr_cmp_0007_008,cmp_0007,user8@mockco0007.example,support,2026-03-14 07:00:00,
usr_cmp_0007_009,cmp_0007,user9@mockco0007.example,admin,2026-02-17 07:00:00,
usr_cmp_0007_010,cmp_0007,user10@mockco0007.example,support,2026-02-18 02:00:00,
usr_cmp_0007_011,cmp_0007,user11@mockco0007.example,sales,2026-02-28 17:00:00,
usr_cmp_0007_012,cmp_0007,user12@mockco0007.example,standard,2026-02-25 02:00:00,
usr_cmp_0007_013,cmp_0007,user13@mockco0007.example,agent,2026-03-06 05:00:00,
usr_cmp_0007_014,cmp_0007,user14@mockco0007.example,sales,2026-02-20 22:00:00,2026-04-11 22:00:00
usr_cmp_0007_015,cmp_0007,user15@mockco0007.example,standard,2026-03-02 00:00:00,
usr_cmp_0007_016,cmp_0007,user16@mockco0007.example,standard,2026-03-01 16:00:00,
usr_cmp_0007_017,cmp_0007,user17@mockco0007.example,sales,2026-02-18 14:00:00,
usr_cmp_0007_018,cmp_0007,user18@mockco0007.example,standard,2026-03-09 00:00:00,
usr_cmp_0007_019,cmp_0007,user19@mockco0007.example,standard,2026-03-08 12:00:00,
usr_cmp_0007_020,cmp_0007,user20@mockco0007.example,agent,2026-02-16 03:00:00,
usr_cmp_0007_021,cmp_0007,user21@mockco0007.example,sales,2026-03-11 07:00:00,
usr_cmp_0007_022,cmp_0007,user22@mockco0007.example,agent,2026-02-25 06:00:00,
usr_cmp_0007_023,cmp_0007,user23@mockco0007.example,agent,2026-02-19 15:00:00,
usr_cmp_0007_024,cmp_0007,user24@mockco0007.example,sales,2026-03-03 20:00:00,
usr_cmp_0007_025,cmp_0007,user25@mockco0007.example,admin,2026-02-17 15:00:00,
usr_cmp_0007_026,cmp_0007,user26@mockco0007.example,admin,2026-02-28 03:00:00,
usr_cmp_0007_027,cmp_0007,user27@mockco0007.example,standard,2026-03-14 13:00:00,
usr_cmp_0007_028,cmp_0007,user28@mockco0007.example,sales,2026-02-28 01:00:00,
usr_cmp_0007_029,cmp_0007,user29@mockco0007.example,agent,2026-02-18 15:00:00,2026-06-11 15:00:00
usr_cmp_0007_030,cmp_0007,user30@mockco0007.example,sales,2026-03-12 22:00:00,
usr_cmp_0007_031,cmp_0007,user31@mockco0007.example,agent,2026-02-17 16:00:00,
usr_cmp_0007_032,cmp_0007,user32@mockco0007.example,admin,2026-02-28 21:00:00,
usr_cmp_0007_033,cmp_0007,user33@mockco0007.example,agent,2026-02-27 12:00:00,
usr_cmp_0007_034,cmp_0007,user34@mockco0007.example,admin,2026-02-25 08:00:00,
usr_cmp_0007_035,cmp_0007,user35@mockco0007.example,sales,2026-03-03 19:00:00,
usr_cmp_0007_036,cmp_0007,user36@mockco0007.example,agent,2026-02-27 02:00:00,
usr_cmp_0007_037,cmp_0007,user37@mockco0007.example,agent,2026-02-22 06:00:00,
usr_cmp_0007_038,cmp_0007,user38@mockco0007.example,admin,2026-02-20 22:00:00,
usr_cmp_0007_039,cmp_0007,user39@mockco0007.example,standard,2026-02-20 23:00:00,
usr_cmp_0007_040,cmp_0007,user40@mockco0007.example,standard,2026-03-11 21:00:00,
usr_cmp_0007_041,cmp_0007,user41@mockco0007.example,sales,2026-03-07 23:00:00,
usr_cmp_0007_042,cmp_0007,user42@mockco0007.example,support,2026-03-14 23:00:00,
usr_cmp_0007_043,cmp_0007,user43@mockco0007.example,sales,2026-02-17 18:00:00,
usr_cmp_0007_044,cmp_0007,user44@mockco0007.example,sales,2026-03-12 11:00:00,
usr_cmp_0007_045,cmp_0007,user45@mockco0007.example,support,2026-03-03 05:00:00,
usr_cmp_0007_046,cmp_0007,user46@mockco0007.example,sales,2026-02-16 04:00:00,
usr_cmp_0007_047,cmp_0007,user47@mockco0007.example,admin,2026-02-17 23:00:00,
usr_cmp_0007_048,cmp_0007,user48@mockco0007.example,support,2026-03-06 22:00:00,
usr_cmp_0007_049,cmp_0007,user49@mockco0007.example,admin,2026-03-05 20:00:00,
usr_cmp_0007_050,cmp_0007,user50@mockco0007.example,sales,2026-03-01 21:00:00,
usr_cmp_0007_051,cmp_0007,user51@mockco0007.example,admin,2026-03-06 18:00:00,
usr_cmp_0007_052,cmp_0007,user52@mockco0007.example,sales,2026-03-01 06:00:00,
usr_cmp_0007_053,cmp_0007,user53@mockco0007.example,agent,2026-03-09 05:00:00,
usr_cmp_0007_054,cmp_0007,user54@mockco0007.example,support,2026-02-16 10:00:00,
usr_cmp_0007_055,cmp_0007,user55@mockco0007.example,sales,2026-03-03 19:00:00,
usr_cmp_0007_056,cmp_0007,user56@mockco0007.example,sales,2026-02-26 12:00:00,
usr_cmp_0007_057,cmp_0007,user57@mockco0007.example,sales,2026-03-08 22:00:00,
usr_cmp_0007_058,cmp_0007,user58@mockco0007.example,support,2026-02-17 13:00:00,
usr_cmp_0007_059,cmp_0007,user59@mockco0007.example,standard,2026-02-24 11:00:00,
usr_cmp_0007_060,cmp_0007,user60@mockco0007.example,standard,2026-03-14 07:00:00,
usr_cmp_0007_061,cmp_0007,user61@mockco0007.example,sales,2026-03-08 07:00:00,
usr_cmp_0007_062,cmp_0007,user62@mockco0007.example,support,2026-03-17 23:00:00,
usr_cmp_0007_063,cmp_0007,user63@mockco0007.example,admin,2026-02-19 22:00:00,
usr_cmp_0007_064,cmp_0007,user64@mockco0007.example,sales,2026-02-24 20:00:00,
usr_cmp_0007_065,cmp_0007,user65@mockco0007.example,standard,2026-03-13 07:00:00,
usr_cmp_0007_066,cmp_0007,user66@mockco0007.example,standard,2026-02-17 23:00:00,
usr_cmp_0007_067,cmp_0007,user67@mockco0007.example,agent,2026-02-26 03:00:00,
usr_cmp_0007_068,cmp_0007,user68@mockco0007.example,support,2026-03-17 09:00:00,
usr_cmp_0007_069,cmp_0007,user69@mockco0007.example,agent,2026-02-21 10:00:00,
usr_cmp_0007_070,cmp_0007,user70@mockco0007.example,admin,2026-02-17 12:00:00,
usr_cmp_0007_071,cmp_0007,user71@mockco0007.example,standard,2026-03-03 20:00:00,
usr_cmp_0007_072,cmp_0007,user72@mockco0007.example,standard,2026-02-17 00:00:00,
usr_cmp_0007_073,cmp_0007,user73@mockco0007.example,agent,2026-02-19 22:00:00,
usr_cmp_0007_074,cmp_0007,user74@mockco0007.example,agent,2026-02-21 01:00:00,
usr_cmp_0007_075,cmp_0007,user75@mockco0007.example,agent,2026-03-10 17:00:00,
usr_cmp_0007_076,cmp_0007,user76@mockco0007.example,support,2026-03-01 22:00:00,
usr_cmp_0007_077,cmp_0007,user77@mockco0007.example,support,2026-02-22 20:00:00,
usr_cmp_0007_078,cmp_0007,user78@mockco0007.example,standard,2026-03-15 09:00:00,
usr_cmp_0007_079,cmp_0007,user79@mockco0007.example,support,2026-03-01 17:00:00,
usr_cmp_0007_080,cmp_0007,user80@mockco0007.example,agent,2026-03-03 19:00:00,
usr_cmp_0007_081,cmp_0007,user81@mockco0007.example,agent,2026-03-13 09:00:00,
usr_cmp_0007_082,cmp_0007,user82@mockco0007.example,sales,2026-03-14 11:00:00,
usr_cmp_0007_083,cmp_0007,user83@mockco0007.example,standard,2026-03-04 06:00:00,
usr_cmp_0007_084,cmp_0007,user84@mockco0007.example,agent,2026-03-14 06:00:00,
usr_cmp_0007_085,cmp_0007,user85@mockco0007.example,agent,2026-02-23 17:00:00,
usr_cmp_0007_086,cmp_0007,user86@mockco0007.example,agent,2026-03-13 16:00:00,
usr_cmp_0007_087,cmp_0007,user87@mockco0007.example,admin,2026-03-13 17:00:00,
usr_cmp_0007_088,cmp_0007,user88@mockco0007.example,sales,2026-02-28 04:00:00,
usr_cmp_0007_089,cmp_0007,user89@mockco0007.example,sales,2026-02-22 15:00:00,
usr_cmp_0007_090,cmp_0007,user90@mockco0007.example,admin,2026-02-22 03:00:00,
usr_cmp_0007_091,cmp_0007,user91@mockco0007.example,agent,2026-03-14 01:00:00,
usr_cmp_0007_092,cmp_0007,user92@mockco0007.example,support,2026-02-19 04:00:00,
usr_cmp_0007_093,cmp_0007,user93@mockco0007.example,support,2026-03-09 07:00:00,
usr_cmp_0007_094,cmp_0007,user94@mockco0007.example,admin,2026-03-01 22:00:00,2026-04-20 22:00:00
usr_cmp_0007_095,cmp_0007,user95@mockco0007.example,standard,2026-02-23 09:00:00,
usr_cmp_0007_096,cmp_0007,user96@mockco0007.example,support,2026-03-18 02:00:00,
usr_cmp_0007_097,cmp_0007,user97@mockco0007.example,admin,2026-02-18 12:00:00,
usr_cmp_0007_098,cmp_0007,user98@mockco0007.example,standard,2026-02-16 10:00:00,
usr_cmp_0007_099,cmp_0007,user99@mockco0007.example,support,2026-03-01 05:00:00,
usr_cmp_0007_100,cmp_0007,user100@mockco0007.example,standard,2026-03-06 20:00:00,
usr_cmp_0007_101,cmp_0007,user101@mockco0007.example,support,2026-02-23 01:00:00,
usr_cmp_0007_102,cmp_0007,user102@mockco0007.example,standard,2026-02-15 22:00:00,
usr_cmp_0007_103,cmp_0007,user103@mockco0007.example,admin,2026-02-28 08:00:00,
usr_cmp_0007_104,cmp_0007,user104@mockco0007.example,standard,2026-03-03 14:00:00,
usr_cmp_0008_001,cmp_0008,user1@mockco0008.example,support,2026-03-22 22:00:00,
usr_cmp_0008_002,cmp_0008,user2@mockco0008.example,sales,2026-03-24 21:00:00,
usr_cmp_0008_003,cmp_0008,user3@mockco0008.example,sales,2026-03-06 05:00:00,2026-04-22 05:00:00
usr_cmp_0008_004,cmp_0008,user4@mockco0008.example,admin,2026-03-05 05:00:00,
usr_cmp_0008_005,cmp_0008,user5@mockco0008.example,sales,2026-03-22 00:00:00,
usr_cmp_0008_006,cmp_0008,user6@mockco0008.example,sales,2026-03-01 07:00:00,
usr_cmp_0008_007,cmp_0008,user7@mockco0008.example,support,2026-03-24 02:00:00,
usr_cmp_0008_008,cmp_0008,user8@mockco0008.example,agent,2026-03-19 21:00:00,
usr_cmp_0008_009,cmp_0008,user9@mockco0008.example,support,2026-02-28 04:00:00,
usr_cmp_0008_010,cmp_0008,user10@mockco0008.example,agent,2026-02-26 15:00:00,
usr_cmp_0008_011,cmp_0008,user11@mockco0008.example,sales,2026-03-25 07:00:00,
usr_cmp_0008_012,cmp_0008,user12@mockco0008.example,standard,2026-03-13 18:00:00,
usr_cmp_0008_013,cmp_0008,user13@mockco0008.example,agent,2026-03-12 14:00:00,
usr_cmp_0008_014,cmp_0008,user14@mockco0008.example,admin,2026-03-06 17:00:00,
usr_cmp_0008_015,cmp_0008,user15@mockco0008.example,admin,2026-03-25 02:00:00,
usr_cmp_0008_016,cmp_0008,user16@mockco0008.example,support,2026-03-22 17:00:00,
usr_cmp_0008_017,cmp_0008,user17@mockco0008.example,support,2026-03-20 20:00:00,
usr_cmp_0008_018,cmp_0008,user18@mockco0008.example,support,2026-03-07 11:00:00,
usr_cmp_0008_019,cmp_0008,user19@mockco0008.example,admin,2026-03-08 22:00:00,
usr_cmp_0008_020,cmp_0008,user20@mockco0008.example,agent,2026-03-20 19:00:00,
usr_cmp_0008_021,cmp_0008,user21@mockco0008.example,admin,2026-03-14 15:00:00,
usr_cmp_0008_022,cmp_0008,user22@mockco0008.example,support,2026-03-08 03:00:00,
usr_cmp_0008_023,cmp_0008,user23@mockco0008.example,support,2026-03-17 04:00:00,
usr_cmp_0008_024,cmp_0008,user24@mockco0008.example,standard,2026-03-08 20:00:00,
usr_cmp_0008_025,cmp_0008,user25@mockco0008.example,admin,2026-03-10 14:00:00,
usr_cmp_0008_026,cmp_0008,user26@mockco0008.example,sales,2026-02-28 03:00:00,
usr_cmp_0008_027,cmp_0008,user27@mockco0008.example,admin,2026-03-14 05:00:00,
usr_cmp_0008_028,cmp_0008,user28@mockco0008.example,support,2026-03-02 01:00:00,
usr_cmp_0008_029,cmp_0008,user29@mockco0008.example,sales,2026-02-26 10:00:00,
usr_cmp_0008_030,cmp_0008,user30@mockco0008.example,admin,2026-03-08 18:00:00,
usr_cmp_0008_031,cmp_0008,user31@mockco0008.example,sales,2026-03-16 10:00:00,
usr_cmp_0008_032,cmp_0008,user32@mockco0008.example,standard,2026-03-08 20:00:00,
usr_cmp_0008_033,cmp_0008,user33@mockco0008.example,sales,2026-03-01 22:00:00,
usr_cmp_0008_034,cmp_0008,user34@mockco0008.example,admin,2026-03-17 14:00:00,
usr_cmp_0008_035,cmp_0008,user35@mockco0008.example,standard,2026-02-26 05:00:00,
usr_cmp_0008_036,cmp_0008,user36@mockco0008.example,sales,2026-03-09 23:00:00,
usr_cmp_0008_037,cmp_0008,user37@mockco0008.example,standard,2026-03-19 20:00:00,
usr_cmp_0008_038,cmp_0008,user38@mockco0008.example,support,2026-03-07 04:00:00,
usr_cmp_0008_039,cmp_0008,user39@mockco0008.example,admin,2026-03-03 09:00:00,
usr_cmp_0008_040,cmp_0008,user40@mockco0008.example,support,2026-03-11 11:00:00,
usr_cmp_0008_041,cmp_0008,user41@mockco0008.example,sales,2026-02-28 03:00:00,
usr_cmp_0008_042,cmp_0008,user42@mockco0008.example,standard,2026-03-18 17:00:00,
usr_cmp_0008_043,cmp_0008,user43@mockco0008.example,agent,2026-03-14 15:00:00,
usr_cmp_0008_044,cmp_0008,user44@mockco0008.example,agent,2026-03-20 04:00:00,
usr_cmp_0009_001,cmp_0009,user1@mockco0009.example,agent,2026-05-23 14:00:00,
usr_cmp_0009_002,cmp_0009,user2@mockco0009.example,support,2026-06-01 11:00:00,
usr_cmp_0009_003,cmp_0009,user3@mockco0009.example,sales,2026-05-07 18:00:00,
usr_cmp_0009_004,cmp_0009,user4@mockco0009.example,admin,2026-05-22 00:00:00,
usr_cmp_0009_005,cmp_0009,user5@mockco0009.example,support,2026-05-09 16:00:00,
usr_cmp_0009_006,cmp_0009,user6@mockco0009.example,standard,2026-05-23 20:00:00,
usr_cmp_0009_007,cmp_0009,user7@mockco0009.example,admin,2026-05-09 11:00:00,
usr_cmp_0009_008,cmp_0009,user8@mockco0009.example,sales,2026-05-21 21:00:00,
usr_cmp_0009_009,cmp_0009,user9@mockco0009.example,agent,2026-05-12 00:00:00,
usr_cmp_0009_010,cmp_0009,user10@mockco0009.example,admin,2026-05-31 11:00:00,
usr_cmp_0009_011,cmp_0009,user11@mockco0009.example,sales,2026-06-02 10:00:00,
usr_cmp_0009_012,cmp_0009,user12@mockco0009.example,agent,2026-05-12 12:00:00,
usr_cmp_0009_013,cmp_0009,user13@mockco0009.example,admin,2026-05-18 23:00:00,
usr_cmp_0009_014,cmp_0009,user14@mockco0009.example,standard,2026-05-15 13:00:00,
usr_cmp_0009_015,cmp_0009,user15@mockco0009.example,standard,2026-05-15 11:00:00,
usr_cmp_0009_016,cmp_0009,user16@mockco0009.example,agent,2026-05-24 09:00:00,
usr_cmp_0009_017,cmp_0009,user17@mockco0009.example,standard,2026-05-26 01:00:00,
usr_cmp_0009_018,cmp_0009,user18@mockco0009.example,standard,2026-05-31 02:00:00,
usr_cmp_0009_019,cmp_0009,user19@mockco0009.example,standard,2026-05-08 07:00:00,
